Name;Größe;Vorname;Nachname;Downloads;Datum;Pfad
Formelsammlung_Statistik.pdf;894316;Frank;Palkowski;1018;"26.10.2023 13:29";Formelsammlung_Statistik.pdf
Formelzettel1.pdf;129259;Frank;Palkowski;758;"03.11.2023 14:05";Formelzettel1.pdf
Formelzettel2.pdf;103950;Frank;Palkowski;586;"03.11.2023 14:05";Formelzettel2.pdf
Formelzettel3.pdf;142789;Frank;Palkowski;589;"03.11.2023 14:05";Formelzettel3.pdf
Formelzettel4.pdf;221810;Frank;Palkowski;582;"03.11.2023 14:05";Formelzettel4.pdf
